bayna/1a/01/0	(определённый артикль).	اَلْـ...
bayna/4a/02b/80	слушаюсь и повинуюсь	سَمْعًا و طَاعَةً
bayna/4a/03a/11	выбор	إِخْتِيَارٌ
bayna/4a/03a/12	земля, суша; территория; почва	أَرْضٌ / أَرَاضٍ
bayna/4a/03a/13	создавать, творить	خَلَقَ - يَخْلُقُ
bayna/4a/03a/14	потомство, дети	ذُرِّيَّةٌ / ذَرَارِىُّ
bayna/4a/03a/15	(самый, крайне) необходимый	ضَرُورِيٌّ
bayna/4a/03a/16	длительность, непрерывность; продолжение	إِسْتِمْرَارٌ
bayna/4a/03a/17	продолжение жизни (рода)	اِسْتِمْرَارُ الحَيَاةِ
bayna/4a/03a/18	нужда, потребность	حَاجَةٌ / حَوَائِجُ
bayna/4a/03a/19	обогащать (ب); избавлять, освобождать, заменять (عن) lV	أَغْنَى
bayna/4a/03a/20	важность, значимость	أَهَمِّيَّةٌ
bayna/4a/03a/21	богатеть; обходиться без чего-либо, не нуждаться (عن); сокращать, увольнять	إِسْتَغْنَى
bayna/4a/03a/22	быть высоким, возвышаться (عن); подниматься (الى); поднимать что-либо (ب)	سَمَا - يَسْمُو
bayna/4a/03a/23	относящийся к животному; животный, органический	حَيَوَانىّْ
bayna/4a/03a/24	животная природа; зверство	حَيَوَانِيَّةٌ
bayna/4a/03a/25	соединение, контакт; связь, общение; непрерывность	إِتِّصَالٌ
bayna/4a/03a/26	честь, достоинство, престиж; благородство, щедрость	كَرَامَةٌ / كَرَامَاتٌ
bayna/4a/03a/27	достойный (благородный) союз	اِتِّصَالٌ كَرِيمٌ
bayna/4a/03a/28	преимущество; достоинство, заслуга; излишек	فَضْلٌ / فُضُولٌ
bayna/4a/03a/29	остальной, прочий; всевозможный	سَائِرٌ
bayna/4a/03a/30	творение (божье), создание	مَخْلُوقٌ / مَخَالِيقُ
bayna/4a/03a/31	желанный, искомый; преднамеренный; цель, смысл	مَقْصُودٌ
bayna/4a/03a/32	из вас самих	مِنْ أَنْفُسِكُمْ
bayna/4a/03a/33	привязанность, любовь, симпатия	مَوَدَّةٌ
bayna/4a/03a/34	отношение, связь, связующее звено; союз, лига; мн.ч узы	رَابِطَةٌ / رَوَابِطُ
bayna/4a/03a/35	крепкий, прочный	وَثِيقٌ / وِثَاقٌ
bayna/4a/03a/36	брак - это крепкий союз	الزَّوَاجُ رَابِطَةٌ وَثِيقَةٌ
bayna/4a/03a/37	связь (в том числе любовная), отношение; привязанность	عَلاَقَةٌ / عَلاَئِقُ
bayna/4a/03a/38	сила, способность; усилие, напряжение	جُهْدٌ
bayna/4a/03a/39	нахождение	عُثُورٌ
bayna/4a/03a/40	шаг; шахм. ход	خَطْوَةٌ / خَطَوَاتٌ
bayna/4a/03a/41	часть, доля	جُزْءٌ / أجْزَاءٌ
bayna/4a/03a/42	госпожа; хозяйка, обладательница	رَبَّةٌ / رَبَّاتٌ
bayna/4a/03a/43	праведный, благочестивый	صَالِحٌ / صُلَحَاءُ
bayna/4a/03a/44	пример; подобие; модель, образец	مِثَالٌ / أَمْثِلَةٌ
bayna/4a/03a/45	выполнение, исполнение; платеж, уплата (налогов)	أَدَاءٌ
bayna/4a/03a/46	качество, свойство; характер; особенность	صِفَةٌ
bayna/4a/03a/47	описание; примета; качество	وَصْفٌ
bayna/4a/03a/48	набожный	قَانِتٌ
bayna/4a/03a/49	оберегающий, хранящий; помнящий наизусть	حَافِظٌ
bayna/4a/03a/50	отсутствие; все невидимое, сокровенное; рел. потусторонний мир	غَيْبٌ / غُيُوبٌ
bayna/4a/03a/51	жениться, вступать в брак	نَكَحَ - يَنْكَحُ
bayna/4a/03a/52	брак; совокупление	نَكَاحٌ / أَنْكِحَةٌ
bayna/4a/03a/53	успокаиваться, чувствовать уверенность; доверять (الى); удостоверяться, справляться; пребывать (بـ)	إِطْمَأَنَّ
bayna/4a/03a/54	спокойный (обретший покой), уверенный; доверчивый	مُطْمَئِنٌّ
bayna/4a/03a/55	принимать, встречать; допускать, соглашаться; терпеть, смиряться (ب); подчиняться, поддаваться (ل)	قَبِلَ - يَقْبَلُ
bayna/4a/03a/56	быть довольным, довольствоваться (ب, عن)	رَضِىَ - يَرْضَى
bayna/4a/03a/57	искушение, соблазн; смута; безумие	فِتْنَةٌ / فِتَنٌ
bayna/4a/03a/58	разложение, гниение; порочность, безнравственность; коррупция	فَسَادٌ
bayna/4a/03a/59	широкий, обширный	عَرِيضٌ
bayna/4a/03a/60	опекун, покровитель; владелец; святой, угодник	وَلِىٌّ / أَوْلِيَاءُ
bayna/4a/03a/61	подопечная	مَوْلِيَّةٌ
bayna/4a/03a/62	просить позволения, разрешения X	إِسْتَأْذَنَ - يَسْتَأْذِنُ
bayna/4a/03a/63	женщина, бывшая замужем; вдова; разведённая	ثَيِّبٌ
bayna/4a/03a/64	обладательница благих нравов	ذَاتُ الْخُلُقِ الحَسَنِ
bayna/4a/03a/65	любящий	وَدُودٌ
bayna/4a/03a/66	обращаться, обходиться, поступать lll	عَامَلَ - يُعَامِلُ
bayna/4a/03a/67	обхождение, обращение, отношение	مُعَامَلَةٌ
bayna/4a/03a/68	избегать, сторониться, уклоняться V	تَجَنَّبَ - يَتَجَنَّبُ
bayna/4a/03a/69	согласие, одобрение; совпадение	مُوَافَقَةٌ
bayna/4a/03a/70	жених, сват	خَاطِبٌ
bayna/4a/03a/71	невеста, сваха	خَاطِبَةٌ
bayna/4a/03a/72	обрученный, помолвленный	مَخْطُوبٌ
bayna/4a/03a/73	доверять	أَمِنَ
bayna/4a/03a/74	важнейший	أَهَمُّ
bayna/4a/03a/75	чудо	آيَةٌ
bayna/4a/03a/76	девственница	بِكْرٌ
bayna/4a/03a/77	размышлять	تَفَكَّرَ
bayna/4a/03a/78	устранять	جَنَّبَ
bayna/4a/03a/79	хранить	حَفِظَ
bayna/4a/03a/80	долг	حَقٌّ 2 мн. حُقُوقٌ
bayna/4a/03a/81	толкать	دَفَعَ
bayna/4a/03a/82	докозательство	دَلِيلٌ
bayna/4a/03a/83	путь	سَبِيلٌ
bayna/4a/03a/84	успокаиваться	سَكَنَ
bayna/4a/03a/85	партнер	شَرِيكٌ
bayna/4a/03a/86	находка	عُثُورٌ
bayna/4a/03a/87	процесс	عَمَلِيَّةٌ
bayna/4a/03a/88	порча	فَسَادٌ
bayna/4a/03a/89	правило	قَاعِدَةٌ мн. قَوَاعِدُ
bayna/4a/03a/90	оба	كِلاَ
bayna/4a/03a/91	невеста	مَخْطُوبَةٌ
bayna/4a/03a/92	понятие	مَعْنًى мн. مَعَانٍ
bayna/4a/03a/93	искомый	مَقْصُودٌ
bayna/4a/03a/94	со времен	مُنْذُ
bayna/4a/03a/95	кого опекают	مَوْليٌّ
bayna/4a/03a/96	следует	يَنْبَغِي
bayna/4a/03a/97	совещаться	اِسْتأْمَرَ
bayna/4a/03b/11	грех	إثْمٌ
bayna/4a/03b/12	срок	أجَلٌ
bayna/4a/03b/13	знающий лучше	أخْبَرُ
bayna/4a/03b/14	руководствоваться	اِسْتَرْشَدَ ب
bayna/4a/03b/15	скрывать	أسَرَّ
bayna/4a/03b/16	обозревать	أشْرَفَ على
bayna/4a/03b/17	слушать	أصْغَى
bayna/4a/03b/18	ложиться спать	اِضْطَجَعَ
bayna/4a/03b/19	возвращать	أعَادَ
bayna/4a/03b/20	поражать, постигать	اِعْتَرَى
bayna/4a/03b/21	гордиться	اِعْتَزَّ ب
bayna/4a/03b/22	уведомлять	أعْلَمَ
bayna/4a/03b/23	обнародовать	أعْلَنَ
bayna/4a/03b/24	совершать	اِكْتَسَبَ
bayna/4a/03b/25	делать небережно	ألا (у)
bayna/4a/03b/26	диктовать	أمْلَى
bayna/4a/03b/27	быть прерванным	اِنقَطَعَ
bayna/4a/03b/28	возвращаться	اِنْقَلَبَ
bayna/4a/03b/29	убеждаться	أيْقَنَ ب
bayna/4a/03b/30	мысль, дума	بَالٌ
bayna/4a/03b/31	заменять,переменять	بَدَّلَ
bayna/4a/03b/32	испытывать боль	تَوَجَّعَ
bayna/4a/03b/33	стать правителем	تَوَلَّى
bayna/4a/03b/34	назначение правителем	تَوْلِيَةٌ
bayna/4a/03b/35	ставить печать	خَتَمَ (и)
bayna/4a/03b/36	бояться	خَشِيَ (а)
bayna/4a/03b/37	все лучшее	خِيرَةٌ
bayna/4a/03b/38	обращаться мягко	رَفَقَ (у) ب
bayna/4a/03b/39	душа,сердце	رُوعٌ
bayna/4a/03b/40	тайна	سَريرَةٌ
bayna/4a/03b/41	поддерживать	سَنَدَ (у)
bayna/4a/03b/42	мнение	ظَنَّ
bayna/4a/03b/43	быть справедливым	عَدَلَ (и)
bayna/4a/03b/44	явность	عَلانِيَّةٌ
bayna/4a/03b/45	поручать	عَهِدَ (а)
bayna/4a/03b/46	договор,время	عَهْدٌ
bayna/4a/03b/47	обморог	غَشْيَةٌ
bayna/4a/03b/48	девушка	فَتَاةٌ
bayna/4a/03b/49	истечение	فَوَاتٌ
bayna/4a/03b/50	бумага	قِرْطَاسٌ
bayna/4a/03b/51	поражать,догонять	لَحِقَ (a)
bayna/4a/03b/52	благодаренный	مَشْكُورٌ
bayna/4a/03b/53	совет	مَشُورَةٌ
bayna/4a/03b/54	лежащий	مُضْطَجِعٌ
bayna/4a/03b/55	общество,группа	مَعْشَرٌ
bayna/4a/03b/56	исход,результат	مُنْقَلَبٌ
bayna/4a/03b/57	звать	نَادَى
bayna/4a/03b/58	дай,давай	هَاتِ
bayna/4a/03b/59	спеши!иди сюда	هَلُمَّ
bayna/4a/03b/60	назначать правителем	وَلّى
bayna/4a/03b/61	он умер	ُفْتُلِتَتْ نفسه
bayna/4a/03b/62	ему пришла в голове мысль	أُلْقِيَ في رَوْعِهِ
bayna/4a/03b/63	наступил его срок	حُمَّ أجَلُهُ
bayna/4a/03b/64	он умер	ذُهِبَ بِهِ
bayna/4a/03b/65	не жалел сил	لَمْ يَأْلُ جُهْدًا
bayna/4a/03b/66	почему он?	مَا بَالُهُ...؟
bayna/4a/04a/11	седло; багаж	رَحْلٌ / رِحَالٌ
bayna/4a/04a/12	отправиться в путь (الى)	شَدَّ الرِّحَالُ
bayna/4a/04a/13	мечеть аль-Акса	مَسْجِدٌ الأَقْصَى
bayna/4a/04a/14	Иерусалим	القُدْسُ
bayna/4a/04a/15	достопримечательности	مَعَالِمُ
bayna/4a/04a/16	более известный, самый известный	أَشْهَرُ
bayna/4a/04a/17	сделать промах, ошибиться; летать; соблазнять, склонять, вовлекать (الى)	هَفَا - يَهْفُو
bayna/4a/04a/18	отдельный, рассеянный, разный	شَتَّى
bayna/4a/04a/19	местность; участок земли	بُقْعَةٌ / بِقَاعٌ
bayna/4a/04a/20	особо наделять чем-либо (ب); выделять, присвоить	خَصَّ - يَخُصُّ
bayna/4a/04a/21	характерная черта, особенность; целебная сила	خَاصَّةٌ / خَوَاصُّ
bayna/4a/04a/22	почтение, уважение	تَكْرِيمٌ
bayna/4a/04a/23	через	عَبْرٌ
bayna/4a/04a/24	клясться, присягать lV	أَقْسَمَ - يَقْسِمُ
bayna/4a/04a/25	место рождения, родина	مَسْقَطُ الرَّأْسِ
bayna/4a/04a/26	место возникновения, зарождения; источник	مَبْعَثٌ
bayna/4a/04a/27	миссия Мухаммада (ﷺ)	المَبْعَثُ
bayna/4a/04a/28	спускаться, слезать, снижаться, снисходить; рел. быть ниспосланным	نَزَلَ - يَنْزِلُ
bayna/4a/04a/29	вдохновение, внушение; рел. откровение	وَحْىٌ
bayna/4a/04a/30	свет	نُورٌ / أَنْوَارٌ
bayna/4a/04a/31	рассеивать; тратить, расточать ll	بَدَّدَ - يُبَدِّدُ
bayna/4a/04a/32	неверие, безбожие	كُفْرٌ
bayna/4a/04a/33	паломник	حَاجٌّ / حُجَّاجٌ
bayna/4a/04a/34	обязанность, долг; предписание (религии)	فَرِيضَةٌ / فَرَائِضُ
bayna/4a/04a/35	край, конец; уголок	رَجاً / أَرْجَاءٌ
bayna/4a/04a/36	достопочтенная Кааба	الكَعْبَةُ المُشَرَّفَةُ
bayna/4a/04a/37	пророк	نَبِىٌّ / أَنْبِيَاءُ
bayna/4a/04a/38	священные места (обряды), святыни	المَشَاعِرُ المُقَدَّسَةُ
bayna/4a/04a/39	Замзам (священный источник на территории Запретной мечети в Мекке)	زَمْزَمٌ
bayna/4a/04a/40	(наи)лучший, самый достойный	أََفْضَلُ
bayna/4a/04a/41	исключая, кроме	سِوَى
bayna/4a/04a/42	славный	مَجِيدٌ
bayna/4a/04a/43	становиться, делаться; начинать; переходить (الى); вести (ب)	صَارَ - يَصِيرُ
bayna/4a/04a/44	источник; происхождение	مَصْدَرٌ / مَصَادِرُ
bayna/4a/04a/45	удаляться; отправляться, пускаться в путь; освобождаться, становиться свободным (من); вылетать (о пуле) Vll	إِنْطَلَقَ - يَنْطَلِقُ
bayna/4a/04a/46	богобоязненность, набожность	تَقْوَى
bayna/4a/04a/47	идти ночью, путешествовать ночью lV	أَسْرَى
bayna/4a/04a/48	принимать, получать; встречать V	تَقَبَّلَ - يَتَقَبَّلُ
bayna/4a/04a/49	кибла (сторона, к которой мусульманин обращается лицом во время молитвы)	قِبْلَة
bayna/4a/04a/50	изменяться; переворачиваться V	تَحَوَّلَ - يَتَحَوَّلُ
bayna/4a/04a/51	часть; сторона, направление	شَطْرٌ
bayna/4a/04a/52	Палестина	فِلَسْطِينُ
bayna/4a/04a/53	захватывать, отнимать; узурпировать; совершать насилие Vlll	إِغْتَصَبَ - يَغْتَصِبُ
bayna/4a/04a/54	евреи, иудеи	يَهُودُ
bayna/4a/04a/55	делить на много частей; распределять ll	قَسَّمَ - يُقَسِّمُ
bayna/4a/04a/56	старый, древний; ветхий	قَدِيمٌ
bayna/4a/04a/57	берег, побережье	ضِفَةٌ / ضِفَافٌ
